"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"http://localhost:4178/images/ManCavesLogo.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","225270","225270","225270","86.297","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.003","","","","","","1.1","","","","","","http://localhost:4178/images/ManCavesLogo.webp","2026-05-11 23:42:19"
"http://localhost:4178/case-study-screen-team","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Growth System Case Study — Screen Team LLC | Knight Logics","58","563","Case study: ScreenTeamLLC.com — Growth System build by Knight Logics. Tampa Bay screen repair website with CRM, email automation, social systems, and directory foundation.","171","1111","","0","Growth System — Screen Team LLC","31","Service depth + operational automation for Tampa Bay screen repair","66","Complete Growth System — CRM, Email, Social, and Directories","60","index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1","","","https://knightlogics.com/case-study-screen-team","","","","","","37515","7918","7918","3.033","","1174","197","5.959","54.790","Fairly Hard","20.860","1","0","","25","25","0","59.520","4","3","0","3","3","0","","","","","d13d0848b63105af2d9680ddfadd619e","0.002","","","","","en","1.1","","","","","","http://localhost:4178/case-study-screen-team","2026-05-11 23:42:19"
"http://localhost:4178/service-websites","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Custom Website Design & Local SEO — Tampa Bay | Knight Logics","61","588","Custom website design & local SEO for Tampa Bay small businesses. Hand-coded sites with Google Business Profile optimization, schema markup & Search Console setup. Get found, get calls.","185","1180","custom website design Tampa Bay, local SEO Tampa, website designer Tampa Bay, Google Business Profile optimization, small business web design Florida, affordable web design Pinellas County, hand-coded website, lead generation website Tampa, SEO services Tampa Bay, website redesign Tampa, Knight Logics","302","Custom Websites That Rank & Convert","35","What's Included","15","Website Work You Can Check","26","","","","https://knightlogics.com/service-websites","","","","","","97315","17567","17567","6.730","","3350","593","5.649","61.827","Normal","22.020","1","0","","69","34","0","80.950","24","10","0","0","0","0","","","","","5e9ceb2bc452450eee5115cced5d3a0e","0.003","","","","","en","1.1","","","","","","http://localhost:4178/service-websites","2026-05-11 23:42:19"
"http://localhost:4178/case-study-moms-resin-tables","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","E-Commerce Launch Case Study — Mom's Resin Tables | Knight Logics","65","631","Case study: MomsResinTables.com — E-Commerce Launch by Knight Logics. Handcrafted resin tabletop storefront with custom builder, user login, order tracking, and Stripe checkout.","177","1129","","0","E-Commerce Launch — Mom's Resin Tables","38","Full e-commerce platform with product catalog, custom builder, and user authentication","86","What Makes This a Full-Featured Storefront","42","index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1","","","https://knightlogics.com/case-study-moms-resin-tables","","","","","","37588","7760","7760","2.973","","1077","187","5.759","44.200","Hard","20.351","1","0","","26","26","0","61.900","4","3","0","3","3","0","","","","","d78ef77f137c131e6d2289ed43d519e0","0.004","","","","","en","1.1","","","","","","http://localhost:4178/case-study-moms-resin-tables","2026-05-11 23:42:19"
"http://localhost:4178/display-control-plus","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Display Control+ | Knight Logics","32","281","Display Control+ by Knight Logics: professional Windows utility for per-monitor OLED/LCD protection with tray controls, idle detection modes, and persistent overlay workflows.","175","1082","Display Control+, OLED protection app, Windows multi-monitor utility, tray app, idle detection, burn-in prevention, Knight Logics","129","Display Control+","16","Protect idle screens. Keep active screens untouched.","52","Introduction Video Coming Soon","30","","","","https://knightlogics.com/display-control-plus","","","","","","20907","4838","4838","1.853","","600","115","5.217","33.185","Hard","21.498","1","0","","50","25","0","59.520","5","2","0","5","3","0","","","","","37da8e8fd36245877abcb1fd75a6f1ee","0.002","","","","","en","1.1","","","","","","http://localhost:4178/display-control-plus","2026-05-11 23:42:19"
"http://localhost:4178/style.min.css?v=20260428m","text/css; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.003","","","","","","1.1","","","","","","http://localhost:4178/style.min.css?v=20260428m","2026-05-11 23:42:19"
"http://localhost:4178/case-study-jns","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Local Launch Plus Case Study — JNSBuilds.com | Knight Logics","60","564","Case study: JNSBuilds.com — Local Launch Plus build by Knight Logics with 11 pages, FAQPage schema, analytics, and full technical SEO foundations.","146","932","","0","Local Launch Plus — JNS Construction","36","Why This Sits in the $2,997+ Range","34","A deeper contractor launch with page depth, trust pages, and search-ready structure","83","index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1","","","https://knightlogics.com/case-study-jns","","","","","","47317","8938","8938","3.424","","941","183","5.142","63.792","Normal","12.985","1","0","","25","25","0","59.520","5","3","0","5","5","0","","","","","2eb40f9839894c0c6f81af870fbdc491","0.004","","","","","en","1.1","","","","","","http://localhost:4178/case-study-jns","2026-05-11 23:42:19"
"http://localhost:4178/images/pixelforge_logo.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","93450","93450","93450","35.799","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.003","","","","","","1.1","","","","","","http://localhost:4178/images/pixelforge_logo.webp","2026-05-11 23:42:19"
"http://localhost:4178/images/Knight%20Group%20Logo.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","13636","13636","13636","5.224","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.003","","","","","","1.1","","","","","","http://localhost:4178/images/Knight%20Group%20Logo.webp","2026-05-11 23:42:19"
"http://localhost:4178/images/GithubIcon.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","25808","25808","25808","9.887","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.003","","","","","","1.1","","","","","","http://localhost:4178/images/GithubIcon.webp","2026-05-11 23:42:19"
"http://localhost:4178/images/aboutimg.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","67740","67740","67740","25.950","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.002","","","","","","1.1","","","","","","http://localhost:4178/images/aboutimg.webp","2026-05-11 23:42:19"
"http://localhost:4178/contact","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Contact Knight Logics | Tampa Bay Web Design, SEO & Automation","62","595","Contact Knight Logics for Tampa Bay web design, local SEO, Google Business Profile optimization, e-commerce, or automation help. Free consultation and direct response within 24 hours.","183","1152","contact web designer Tampa Bay, local SEO consultant Tampa, Google Business Profile help Tampa, automation developer Tampa Bay, free website consultation, Knight Logics contact","176","Contact Knight Logics — Tampa Bay Web Design & SEO","50","Request a Free Consultation","27","Popular Starting Packages","25","","","","https://knightlogics.com/contact","","","","","","30128","7141","7141","2.736","","748","124","6.032","68.157","Normal","17.543","1","0","","79","38","0","90.480","5","4","0","5","5","0","","","","","8d408718be739a0b3d8c273b08d30ddc","0.003","","","","","en","1.1","","","","","","http://localhost:4178/contact","2026-05-11 23:42:19"
"http://localhost:4178/images/discord-icon.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","808","808","808","0.310","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.002","","","","","","1.1","","","","","","http://localhost:4178/images/discord-icon.webp","2026-05-11 23:42:19"
"http://localhost:4178/auto-vid-compiler","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Auto Vid Compiler | Knight Logics","33","298","Auto Vid Compiler by Knight Logics: open-source Windows app that turns a folder of clips into a highlight reel. Trim endings, add intro and music, export one YouTube-ready video.","178","1094","Auto Vid Compiler, highlight reel maker, video compilation tool, Windows desktop app, FFmpeg, open source, Knight Logics","120","Auto Vid Compiler","17","Point it at a folder. Get back a finished video.","48","What It Does","12","","","","https://knightlogics.com/auto-vid-compiler","","","","","","20322","4836","4836","1.853","","695","122","5.697","75.431","Fairly Easy","20.774","1","0","","25","25","0","59.520","6","3","0","5","3","0","","","","","cb227428e5cc641b30f8d38cb4bc7314","0.004","","","","","en","1.1","","","","","","http://localhost:4178/auto-vid-compiler","2026-05-11 23:42:19"
"http://localhost:4178/pixelforge-ai","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","PixelForge AI | Knight Logics","29","254","PixelForge AI by Knight Logics: Windows desktop video upscaling app for local enhancement, restoration, compare previews, ETA estimation, and direct GitHub-powered updates.","172","1095","PixelForge AI, video upscaling, AI video enhancer, Real-ESRGAN Windows app, RealSR upscaling, Waifu2x upscaling, RIFE frame interpolation, video restoration, Vulkan GPU, Knight Logics, v11b upscaling app","203","PixelForge AI","13","Preview first. Commit later.","28","Built For Real Video Cleanup","28","","","","https://knightlogics.com/pixelforge-ai","","","","","","22039","5301","5301","2.031","","644","110","5.855","54.156","Fairly Hard","19.898","1","0","","26","26","0","61.900","5","2","0","5","4","0","","","","","1e6e236697b539b68b2215b99730111","0.002","","","","","en","1.1","","","","","","http://localhost:4178/pixelforge-ai","2026-05-11 23:42:19"
"http://localhost:4178/book-consultation","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Book a Consultation | Knight Logics","35","314","Book a consultation with Knight Logics for Tampa Bay web design, local SEO, Google Business Profile optimization, e-commerce, automation, or custom software. Request a preferred time and get a response within 24 hours.","218","1379","book consultation Knight Logics, website audit Tampa Bay, local SEO consultation, Google Business Profile audit, web design strategy call, automation discovery call","164","Book a Consultation With Knight Logics","38","Choose the Best-Fit Consultation","32","Request Your Consultation Time","30","","","","https://knightlogics.com/book-consultation","","","","","","25266","5630","5630","2.157","","678","109","6.220","65.511","Normal","19.760","1","0","","51","26","0","61.900","5","4","0","0","0","0","","","","","972943c7ee90dd83dbef9ef07e910d9f","0.002","","","","","en","1.1","","","","","","http://localhost:4178/book-consultation","2026-05-11 23:42:19"
"http://localhost:4178/images/upwork-icon.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","507","507","507","0.194","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.003","","","","","","1.1","","","","","","http://localhost:4178/images/upwork-icon.svg","2026-05-11 23:42:19"
"http://localhost:4178/case-study-knight-logics","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Portfolio Website & Local SEO Case Study — KnightLogics.com | Knight Logics","75","694","Case study: KnightLogics.com — my own portfolio website built to demonstrate everything I offer: 95 Desktop Performance, 100 Accessibility, rich results, and full technical SEO.","177","1085","","0","Portfolio & Local SEO — KnightLogics.com","40","A Portfolio That Practices What It Preaches","43","Indexed & Verified","18","index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1","","","https://knightlogics.com/case-study-knight-logics","","","","","","35144","7132","7132","2.732","","538","99","5.434","63.254","Normal","10.078","1","0","","24","24","0","57.140","5","3","0","5","5","0","","","","","bc4c60269d1b5dc998fca5e3489b4e72","0.002","","","","","en","1.1","","","","","","http://localhost:4178/case-study-knight-logics","2026-05-11 23:42:19"
"http://localhost:4178/images/KnightGroup-HomeImage.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","31534","31534","31534","12.080","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.003","","","","","","1.1","","","","","","http://localhost:4178/images/KnightGroup-HomeImage.webp","2026-05-11 23:42:19"
"http://localhost:4178/images/JNS-HomeImage.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","15548","15548","15548","5.956","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.003","","","","","","1.1","","","","","","http://localhost:4178/images/JNS-HomeImage.webp","2026-05-11 23:42:19"
"http://localhost:4178/images/linkedin-icon.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","922","922","922","0.353","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.004","","","","","","1.1","","","","","","http://localhost:4178/images/linkedin-icon.webp","2026-05-11 23:42:19"
"http://localhost:4178/service-ai-automation","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Business Automation & API Integration — Tampa Bay | Knight Logics","65","607","Business automation, workflow systems & API integration for Tampa Bay companies. Cut manual work, reduce errors, and connect your tools with custom-built automations by Knight Logics.","183","1178","business automation Tampa, workflow automation small business, API integration developer, business process automation Florida, internal tools development, lead routing automation, custom automation software, Python automation developer, Knight Logics","250","Automation, APIs & Internal Tools","33","What's Included","15","AI & Automation Projects","24","","","","https://knightlogics.com/service-ai-automation","","","","","","49760","11189","11189","4.286","","1375","215","6.395","42.649","Hard","19.511","1","0","","25","25","0","59.520","8","7","0","0","0","0","","","","","aa71bd523d94ed0f3392b018effe4586","0.003","","","","","en","1.1","","","","","","http://localhost:4178/service-ai-automation","2026-05-11 23:42:19"
"http://localhost:4178/service-desktop-apps","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Custom Desktop Applications & Software — Tampa Bay | Knight Logics","66","628","Custom Windows desktop applications by Knight Logics. Shipped products include PixelForge AI, Display Control+, and VideoForge Studio — built, packaged & distributed via GitHub Releases.","186","1172","custom desktop application development, Windows app developer, Python desktop app, PyInstaller custom software, PixelForge AI, Display Control Plus, VideoForge Studio, software developer Tampa Bay, GitHub Releases, Knight Logics","228","Desktop Applications & Custom Software","38","Shipped Products","16","What's Included","15","","","","https://knightlogics.com/service-desktop-apps","","","","","","33027","7519","7519","2.880","","660","117","5.641","44.471","Hard","14.095","1","0","","37","29","0","69.050","8","5","0","0","0","0","","","","","4d454c54a3f6a38ceca747fb73a8617c","0.002","","","","","en","1.1","","","","","","http://localhost:4178/service-desktop-apps","2026-05-11 23:42:20"
"http://localhost:4178/pricing","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Tampa Bay Web Design, SEO & Automation Pricing | Knight Logics","62","587","Compare Tampa Bay web design, local SEO, Google Business Profile, e-commerce, CRM, and automation pricing from Knight Logics. Starter websites from $500, local launch packages from $1,997, and monthly visibility plans from $197/mo.","231","1479","tampa web design pricing, tampa website cost, local SEO pricing Tampa, google business profile pricing, e-commerce website cost Tampa Bay, CRM setup small business, automation pricing Tampa Bay, Knight Logics pricing","216","Tampa Bay Web Design, Local SEO & Automation Pricing","52","Website Packages","16","E-Commerce & Product Stores","27","index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1","","","https://knightlogics.com/pricing","","","","","","142413","22886","22886","8.767","","2626","491","5.348","65.550","Normal","12.300","1","0","","58","29","0","69.050","31","26","0","2","2","0","","","","","f2c0a179c11c9706516e3a14afff4b5e","0.002","","","","","en","1.1","","","","","","http://localhost:4178/pricing","2026-05-11 23:42:20"
"http://localhost:4178/case-study-knight-group","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Growth System Case Study — KnightGroup.com | Knight Logics","58","560","Case study: KnightGroup.com — Growth System build by Knight Logics combining a local-service website, booking flow, SEO, and supporting operations workflows.","157","1008","","0","Growth System — Knight Group","28","A local service site tied to a broader growth and operations system","67","The Systems That Make the Website Convert","41","index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1","","","https://knightlogics.com/case-study-knight-group","","","","","","51516","9891","9891","3.789","","1399","241","5.805","55.871","Fairly Hard","18.036","1","0","","25","25","0","59.520","5","3","0","5","5","0","","","","","fa519971bd6d0136a4a23e1cd1d3789d","0.003","","","","","en","1.1","","","","","","http://localhost:4178/case-study-knight-group","2026-05-11 23:42:20"
"http://localhost:4178/?openPackage=ecommerce-payment-links","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Custom Websites & Local SEO — Tampa Bay | Knight Logics","55","532","Custom websites, local SEO & Google Business optimization for Tampa Bay small businesses. Hand-coded sites that rank, convert, and support real operations — built by Knight Logics.","180","1133","custom website design Tampa Bay, local SEO services Tampa, Google Business Profile optimization Tampa, small business web design Florida, website designer Tampa Bay, SEO services Tampa Bay, affordable web design Pinellas County, lead generation website Tampa, business automation Tampa, workflow automation small business, hand-coded website, custom software development Tampa Bay, Knight Logics, Nicholas Knight","412","Knight Logics Custom Websites & Local SEO","41","Talk Through Your Project","25","Tampa Bay Websites Built to Get Found","37","","","","https://knightlogics.com/","","","","","","195248","36227","36227","13.878","","2464","456","5.404","61.060","Normal","9.063","2","0","","3","2","0","4.760","23","17","0","14","14","0","","","","","adebe618b7ce90d5fb2c7228e8ad3f51","0.002","","","","","en","1.1","","","","","","http://localhost:4178/?openPackage=ecommerce-payment-links","2026-05-11 23:42:20"
"http://localhost:4178/?openPackage=ops-simple-lead-tracker","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Custom Websites & Local SEO — Tampa Bay | Knight Logics","55","532","Custom websites, local SEO & Google Business optimization for Tampa Bay small businesses. Hand-coded sites that rank, convert, and support real operations — built by Knight Logics.","180","1133","custom website design Tampa Bay, local SEO services Tampa, Google Business Profile optimization Tampa, small business web design Florida, website designer Tampa Bay, SEO services Tampa Bay, affordable web design Pinellas County, lead generation website Tampa, business automation Tampa, workflow automation small business, hand-coded website, custom software development Tampa Bay, Knight Logics, Nicholas Knight","412","Knight Logics Custom Websites & Local SEO","41","Talk Through Your Project","25","Tampa Bay Websites Built to Get Found","37","","","","https://knightlogics.com/","","","","","","195248","36227","36227","13.878","","2464","456","5.404","61.060","Normal","9.063","2","0","","3","2","0","4.760","23","17","0","14","14","0","","","","","adebe618b7ce90d5fb2c7228e8ad3f51","0.003","","","","","en","1.1","","","","","","http://localhost:4178/?openPackage=ops-simple-lead-tracker","2026-05-11 23:42:20"
"http://localhost:4178/?openPackage=ops-job-records-system","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Custom Websites & Local SEO — Tampa Bay | Knight Logics","55","532","Custom websites, local SEO & Google Business optimization for Tampa Bay small businesses. Hand-coded sites that rank, convert, and support real operations — built by Knight Logics.","180","1133","custom website design Tampa Bay, local SEO services Tampa, Google Business Profile optimization Tampa, small business web design Florida, website designer Tampa Bay, SEO services Tampa Bay, affordable web design Pinellas County, lead generation website Tampa, business automation Tampa, workflow automation small business, hand-coded website, custom software development Tampa Bay, Knight Logics, Nicholas Knight","412","Knight Logics Custom Websites & Local SEO","41","Talk Through Your Project","25","Tampa Bay Websites Built to Get Found","37","","","","https://knightlogics.com/","","","","","","195248","36227","36227","13.878","","2464","456","5.404","61.060","Normal","9.063","2","0","","3","2","0","4.760","23","17","0","14","14","0","","","","","adebe618b7ce90d5fb2c7228e8ad3f51","0.003","","","","","en","1.1","","","","","","http://localhost:4178/?openPackage=ops-job-records-system","2026-05-11 23:42:20"
"http://localhost:4178/?openPackage=ecommerce-launch","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Custom Websites & Local SEO — Tampa Bay | Knight Logics","55","532","Custom websites, local SEO & Google Business optimization for Tampa Bay small businesses. Hand-coded sites that rank, convert, and support real operations — built by Knight Logics.","180","1133","custom website design Tampa Bay, local SEO services Tampa, Google Business Profile optimization Tampa, small business web design Florida, website designer Tampa Bay, SEO services Tampa Bay, affordable web design Pinellas County, lead generation website Tampa, business automation Tampa, workflow automation small business, hand-coded website, custom software development Tampa Bay, Knight Logics, Nicholas Knight","412","Knight Logics Custom Websites & Local SEO","41","Talk Through Your Project","25","Tampa Bay Websites Built to Get Found","37","","","","https://knightlogics.com/","","","","","","195248","36227","36227","13.878","","2464","456","5.404","61.060","Normal","9.063","2","0","","3","2","0","4.760","23","17","0","14","14","0","","","","","adebe618b7ce90d5fb2c7228e8ad3f51","0.004","","","","","en","1.1","","","","","","http://localhost:4178/?openPackage=ecommerce-launch","2026-05-11 23:42:20"
