"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"https://knightlogics.com/case-study-farrell-electric","text/html; charset=utf-8","200","OK","Indexable","","1","0.079","",""
"https://www.knightgroup.com/Images/KGHero.webp","image/webp","200","OK","Indexable","","0","0.048","",""
"https://knightlogics.com/images/momhero.png","image/png","200","OK","Indexable","","0","0.115","",""
"https://search.google.com/test/rich-results?url=https%3A%2F%2Fwww.knightgroup.com%2F","text/html; charset=utf-8","200","OK","Indexable","","1","0.050","",""
"https://github.com/Knight-Logics/display-control-plus","text/html; charset=utf-8","200","OK","Indexable","","2","0.908","",""
"https://www.knightgroup.com/","text/html; charset=utf-8","200","OK","Indexable","","1","0.085","",""
"https://salspaintingrenovation.com/SalsHeroImage.png","image/png","200","OK","Indexable","","0","0.174","",""
"https://pagespeed.web.dev/report?url=https%3A%2F%2Fknightgroup.com","application/binary","302","Found","Non-Indexable","Redirected","1","0.050","https://pagespeed.web.dev/analysis?url=https://knightgroup.com","HTTP Redirect"
"https://share.google/GlWo3UJ6BybBVbvv5","text/html; charset=UTF-8","302","Found","Non-Indexable","Redirected","1","0.025","https://www.google.com/share.google?q=GlWo3UJ6BybBVbvv5","HTTP Redirect"
"https://pagespeed.web.dev/report?url=https%3A%2F%2Fjnsbuilds.com","application/binary","302","Found","Non-Indexable","Redirected","1","0.050","https://pagespeed.web.dev/analysis?url=https://jnsbuilds.com","HTTP Redirect"
"https://github.com/Knight-Logics/VideoForge-Studio","text/html; charset=utf-8","200","OK","Indexable","","2","0.677","",""
"https://search.google.com/test/rich-results/result?id=c7pNdrJmxPUYamKxxMmB4w","text/html; charset=utf-8","200","OK","Indexable","","1","0.056","",""
"https://search.google.com/test/rich-results?url=https%3A%2F%2Fjnsbuilds.com%2F","text/html; charset=utf-8","200","OK","Indexable","","1","0.151","",""
"https://www.youtube.com/embed/6Rk3b037s8o","text/html; charset=utf-8","200","OK","Indexable","","0","0.112","",""
"https://search.google.com/test/rich-results/result?id=QCY7jtrstHUilULHXnFaqA","text/html; charset=utf-8","200","OK","Indexable","","1","0.156","",""
"https://www.google.com/maps/search/JNS+Construction+Services+LLC+Palm+Harbor+FL","text/html; charset=UTF-8","200","OK","Indexable","","1","0.174","",""
"https://github.com/Knight-Logics/v11b-upscaling-app/releases/latest/download/PixelForge-AI.exe","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","2","","",""
"https://github.com/Knight-Logics/v11b-upscaling-app/releases/latest","text/html; charset=utf-8","302","Found","Non-Indexable","Redirected","1","0.112","https://github.com/Knight-Logics/v11b-upscaling-app/releases/tag/v1.0.16","HTTP Redirect"
"https://knightlogics.com/projects-script.js","application/javascript; charset=utf-8","200","OK","Indexable","","0","0.049","",""
"https://knightlogics.com/?openPackage=ecommerce-growth-store","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","3","0.035","",""
"https://knightlogics.com/?openPackage=website-local-launch-plus","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","3","0.040","",""
"https://www.jnsbuilds.com/","text/html","301","Moved Permanently","Non-Indexable","Redirected","1","0.075","https://jnsbuilds.com/","HTTP Redirect"
"https://knightlogics.com/?openPackage=monthly-visibility-pro","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","3","0.010","",""
"https://knightlogics.com/?openPackage=monthly-growth-management","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","3","0.013","",""
"https://knightlogics.com/?openPackage=ops-growth-system-starter","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","3","0.013","",""
"https://knightlogics.com/?openPackage=ops-custom-automation-system","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","3","0.010","",""
"https://knightlogics.com/?openPackage=monthly-visibility-standard","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","3","0.010","",""
"https://knightlogics.com/style.css?v=20260507a","text/css; charset=utf-8","200","OK","Indexable","","0","0.013","",""
"https://knightlogics.com/?openPackage=ecommerce-launch","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","3","0.009","",""
"https://knightlogics.com/?openPackage=website-search-foundation-plus","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","3","0.012","",""
"https://knightlogics.com/?openPackage=website-live-essential","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","3","0.042","",""
"https://knightlogics.com/?openPackage=website-local-seo-starter","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","3","0.010","",""
"https://knightlogics.com/?openPackage=ecommerce-payment-links","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","3","0.010","",""
"https://github.com/Knight-Logics/v11b-upscaling-app/releases/tag/v1.0.16","text/html; charset=utf-8","200","OK","Indexable","","1","0.454","",""
"https://knightlogics.com/?openPackage=monthly-local-seo-starter","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","3","0.009","",""
"https://knightlogics.com/?openPackage=ops-simple-lead-tracker","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","3","0.013","",""
"https://knightlogics.com/?openPackage=ops-job-records-system","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","3","0.011","",""
"https://knightlogics.com/?openPackage=website-search-foundation","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","3","0.009","",""
"https://knightlogics.com/?openPackage=ecommerce-advanced-system","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","3","0.010","",""
"https://knightlogics.com/?openPackage=website-live-plus","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","3","0.011","",""
"https://knightlogics.com/?openPackage=website-preview-launch","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","3","0.009","",""
"https://knightlogics.com/?openPackage=ecommerce-preview-catalog","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","3","0.008","",""
"https://github.com/Knight-Logics/v11b-upscaling-app","text/html; charset=utf-8","200","OK","Indexable","","1","0.528","",""
"https://knightlogics.com/?openPackage=ops-automated-job-records","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","3","0.010","",""
"https://knightlogics.com/?openPackage=ops-contractor-crm-starter","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","3","0.008","",""
"https://knightlogics.com/?openPackage=ops-full-growth-system","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","3","0.010","",""
"https://knightlogics.com/pricing/package-checkout.js?v=20260509f","application/javascript; charset=utf-8","200","OK","Indexable","","0","0.047","",""
"https://knightlogics.com/script.js?v=20260512a","application/javascript; charset=utf-8","200","OK","Indexable","","0","0.038","",""
"https://pagespeed.web.dev/report?url=https%3A%2F%2Fscreenteamllc.com","application/binary","302","Found","Non-Indexable","Redirected","1","0.042","https://pagespeed.web.dev/analysis?url=https://screenteamllc.com","HTTP Redirect"
"https://knightlogics.com/style.css?v=20260428l","text/css; charset=utf-8","200","OK","Indexable","","0","0.012","",""
"https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.0.0/css/all.min.css","text/css; charset=utf-8","200","OK","Indexable","","0","0.045","",""
"https://screenteamllc.com/","text/html; charset=utf-8","200","OK","Indexable","","1","0.075","",""
"https://pagespeed.web.dev/report?url=https%3A%2F%2Ffarrell-electric.github.io%2Ffarrell-electric-website%2F","application/binary","302","Found","Non-Indexable","Redirected","1","0.047","https://pagespeed.web.dev/analysis?url=https://farrell-electric.github.io/farrell-electric-website/","HTTP Redirect"
"https://search.google.com/test/rich-results?url=https%3A%2F%2Fscreenteamllc.com%2F","text/html; charset=utf-8","200","OK","Indexable","","1","0.054","",""
"https://www.googletagmanager.com/gtag/js?id=G-VX36QR7HJW","application/javascript; charset=UTF-8","200","OK","Indexable","","0","0.110","",""
"https://share.google/C3E6N060eqlRViF0x","text/html; charset=UTF-8","302","Found","Non-Indexable","Redirected","1","0.061","https://www.google.com/share.google?q=C3E6N060eqlRViF0x","HTTP Redirect"
"https://search.google.com/test/rich-results?url=https%3A%2F%2Ffarrell-electric.github.io%2Ffarrell-electric-website%2F","text/html; charset=utf-8","200","OK","Indexable","","1","0.053","",""
"https://pagespeed.web.dev/report?url=https%3A%2F%2Fsalspaintingrenovation.com%2F","application/binary","302","Found","Non-Indexable","Redirected","1","0.051","https://pagespeed.web.dev/analysis?url=https://salspaintingrenovation.com/","HTTP Redirect"
"https://search.google.com/test/rich-results?url=https%3A%2F%2Fsalspaintingrenovation.com%2F","text/html; charset=utf-8","200","OK","Indexable","","1","0.049","",""
"https://salspaintingrenovation.com/","text/html; charset=utf-8","200","OK","Indexable","","1","0.074","",""
"https://knightlogics.com/images/B-Magic's%20Auto%20Vid%20Compiler.webp","image/webp","200","OK","Indexable","","0","0.078","",""
"https://github.com/Knight-Logics/Auto-Video-Editor-and-Compiler","text/html; charset=utf-8","200","OK","Indexable","","1","0.517","",""
