"Address","Occurrences","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","HTTP Canonical","Indexability","Indexability Status"
"https://knightlogics.com/?openPackage=ecommerce-launch","0","","","","https://knightlogics.com/","","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=website-search-foundation-plus","0","","","","https://knightlogics.com/","","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=website-live-essential","0","","","","https://knightlogics.com/","","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=website-local-seo-starter","0","","","","https://knightlogics.com/","","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=ecommerce-payment-links","0","","","","https://knightlogics.com/","","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=monthly-local-seo-starter","0","","","","https://knightlogics.com/","","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=ops-simple-lead-tracker","0","","","","https://knightlogics.com/","","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=ops-job-records-system","0","","","","https://knightlogics.com/","","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=website-search-foundation","0","","","","https://knightlogics.com/","","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=ecommerce-advanced-system","0","","","","https://knightlogics.com/","","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=website-live-plus","0","","","","https://knightlogics.com/","","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=website-preview-launch","0","","","","https://knightlogics.com/","","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=ecommerce-preview-catalog","0","","","","https://knightlogics.com/","","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=ops-automated-job-records","0","","","","https://knightlogics.com/","","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=ops-contractor-crm-starter","0","","","","https://knightlogics.com/","","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=ops-full-growth-system","0","","","","https://knightlogics.com/","","Non-Indexable","Canonicalised"
"https://knightlogics.com/pricing/package-checkout.js?v=20260509f","0","","","","","","Indexable",""
"https://knightlogics.com/script.js?v=20260512a","0","","","","","","Indexable",""
"https://knightlogics.com/style.css?v=20260428l","0","","","","","","Indexable",""
"https://knightlogics.com/images/B-Magic's%20Auto%20Vid%20Compiler.webp","0","","","","","","Indexable",""
