"Type","Source","Destination","Size (Bytes)","Alt Text","Anchor","Status Code","Status","Follow","Target","Rel","Path Type","Link Path","Link Position","Link Origin"
"Hyperlink","https://knightlogics.com/?openPackage=ops-growth-system-starter","https://knightlogics.com/?openPackage=ops-growth-system-starter","190077","","View Case Studies","200","OK","true","","","Path-Relative","//body/section[@id='hero']/div[@class='hero-content-wrapper']/div[@class='hero-layout']/div/div[@class='hero-cta-buttons']/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=ops-growth-system-starter","https://knightlogics.com/?openPackage=ops-growth-system-starter","190077","","Review The Proof","200","OK","true","","","Path-Relative","//body/section[@class='services'][2]/div/div[@class='services-cta']/div/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/pricing","https://knightlogics.com/?openPackage=ops-custom-automation-system","190077","","Start with a call","200","OK","true","","","Root-Relative","//body/section[@id='growth']/div/div[3]/div[3]/a","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=ops-custom-automation-system","https://knightlogics.com/?openPackage=ops-custom-automation-system","190077","","View Case Studies","200","OK","true","","","Path-Relative","//body/section[@id='hero']/div[@class='hero-content-wrapper']/div[@class='hero-layout']/div/div[@class='hero-cta-buttons']/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=ops-custom-automation-system","https://knightlogics.com/?openPackage=ops-custom-automation-system","190077","","Review The Proof","200","OK","true","","","Path-Relative","//body/section[@class='services'][2]/div/div[@class='services-cta']/div/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/pricing","https://knightlogics.com/?openPackage=monthly-visibility-standard","190077","","Start monthly","200","OK","true","","","Root-Relative","//body/section[@id='monthly']/div/div[@class='pricing-card-row']/div[2]/a","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=monthly-visibility-standard","https://knightlogics.com/?openPackage=monthly-visibility-standard","190077","","View Case Studies","200","OK","true","","","Path-Relative","//body/section[@id='hero']/div[@class='hero-content-wrapper']/div[@class='hero-layout']/div/div[@class='hero-cta-buttons']/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=monthly-visibility-standard","https://knightlogics.com/?openPackage=monthly-visibility-standard","190077","","Review The Proof","200","OK","true","","","Path-Relative","//body/section[@class='services'][2]/div/div[@class='services-cta']/div/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/pricing","https://knightlogics.com/?openPackage=ecommerce-launch","190077","","Build your store","200","OK","true","","","Root-Relative","//body/section[@id='ecommerce']/div/div[@class='pricing-card-row']/div[3]/a","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=ecommerce-launch","https://knightlogics.com/?openPackage=ecommerce-launch","190077","","View Case Studies","200","OK","true","","","Path-Relative","//body/section[@id='hero']/div[@class='hero-content-wrapper']/div[@class='hero-layout']/div/div[@class='hero-cta-buttons']/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=ecommerce-launch","https://knightlogics.com/?openPackage=ecommerce-launch","190077","","Review The Proof","200","OK","true","","","Path-Relative","//body/section[@class='services'][2]/div/div[@class='services-cta']/div/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/pricing","https://knightlogics.com/?openPackage=website-search-foundation-plus","190077","","Get Google-ready","200","OK","true","","","Root-Relative","//body/section[@id='websites']/div[@class='container']/div[3]/div[1]/a","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=website-search-foundation-plus","https://knightlogics.com/?openPackage=website-search-foundation-plus","190077","","View Case Studies","200","OK","true","","","Path-Relative","//body/section[@id='hero']/div[@class='hero-content-wrapper']/div[@class='hero-layout']/div/div[@class='hero-cta-buttons']/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=website-search-foundation-plus","https://knightlogics.com/?openPackage=website-search-foundation-plus","190077","","Review The Proof","200","OK","true","","","Path-Relative","//body/section[@class='services'][2]/div/div[@class='services-cta']/div/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/pricing","https://knightlogics.com/?openPackage=website-live-essential","190077","","Launch your site","200","OK","true","","","Root-Relative","//body/section[@id='websites']/div[@class='container']/div[2]/div[@class='pricing-card'][2]/a","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=website-live-essential","https://knightlogics.com/?openPackage=website-live-essential","190077","","View Case Studies","200","OK","true","","","Path-Relative","//body/section[@id='hero']/div[@class='hero-content-wrapper']/div[@class='hero-layout']/div/div[@class='hero-cta-buttons']/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=website-live-essential","https://knightlogics.com/?openPackage=website-live-essential","190077","","Review The Proof","200","OK","true","","","Path-Relative","//body/section[@class='services'][2]/div/div[@class='services-cta']/div/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/pricing","https://knightlogics.com/?openPackage=website-local-seo-starter","190077","","Launch properly","200","OK","true","","","Root-Relative","//body/section[@id='websites']/div[@class='container']/div[3]/div[2]/a","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=website-local-seo-starter","https://knightlogics.com/?openPackage=website-local-seo-starter","190077","","View Case Studies","200","OK","true","","","Path-Relative","//body/section[@id='hero']/div[@class='hero-content-wrapper']/div[@class='hero-layout']/div/div[@class='hero-cta-buttons']/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=website-local-seo-starter","https://knightlogics.com/?openPackage=website-local-seo-starter","190077","","Review The Proof","200","OK","true","","","Path-Relative","//body/section[@class='services'][2]/div/div[@class='services-cta']/div/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/pricing","https://knightlogics.com/?openPackage=ecommerce-payment-links","190077","","Start selling","200","OK","true","","","Root-Relative","//body/section[@id='ecommerce']/div/div[@class='pricing-card-row']/div[2]/a","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=ecommerce-payment-links","https://knightlogics.com/?openPackage=ecommerce-payment-links","190077","","View Case Studies","200","OK","true","","","Path-Relative","//body/section[@id='hero']/div[@class='hero-content-wrapper']/div[@class='hero-layout']/div/div[@class='hero-cta-buttons']/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=ecommerce-payment-links","https://knightlogics.com/?openPackage=ecommerce-payment-links","190077","","Review The Proof","200","OK","true","","","Path-Relative","//body/section[@class='services'][2]/div/div[@class='services-cta']/div/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/pricing","https://knightlogics.com/?openPackage=monthly-local-seo-starter","190077","","Stay active","200","OK","true","","","Root-Relative","//body/section[@id='monthly']/div/div[@class='pricing-card-row']/div[1]/a","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=monthly-local-seo-starter","https://knightlogics.com/?openPackage=monthly-local-seo-starter","190077","","View Case Studies","200","OK","true","","","Path-Relative","//body/section[@id='hero']/div[@class='hero-content-wrapper']/div[@class='hero-layout']/div/div[@class='hero-cta-buttons']/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=monthly-local-seo-starter","https://knightlogics.com/?openPackage=monthly-local-seo-starter","190077","","Review The Proof","200","OK","true","","","Path-Relative","//body/section[@class='services'][2]/div/div[@class='services-cta']/div/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/pricing","https://knightlogics.com/?openPackage=ops-simple-lead-tracker","190077","","Set up tracking","200","OK","true","","","Root-Relative","//body/section[@id='growth']/div/div[2]/div[@class='pricing-card'][1]/a","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=ops-simple-lead-tracker","https://knightlogics.com/?openPackage=ops-simple-lead-tracker","190077","","View Case Studies","200","OK","true","","","Path-Relative","//body/section[@id='hero']/div[@class='hero-content-wrapper']/div[@class='hero-layout']/div/div[@class='hero-cta-buttons']/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=ops-simple-lead-tracker","https://knightlogics.com/?openPackage=ops-simple-lead-tracker","190077","","Review The Proof","200","OK","true","","","Path-Relative","//body/section[@class='services'][2]/div/div[@class='services-cta']/div/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/pricing","https://knightlogics.com/?openPackage=ops-job-records-system","190077","","Build job records","200","OK","true","","","Root-Relative","//body/section[@id='growth']/div/div[2]/div[@class='pricing-card'][3]/a","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=ops-job-records-system","https://knightlogics.com/?openPackage=ops-job-records-system","190077","","View Case Studies","200","OK","true","","","Path-Relative","//body/section[@id='hero']/div[@class='hero-content-wrapper']/div[@class='hero-layout']/div/div[@class='hero-cta-buttons']/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=ops-job-records-system","https://knightlogics.com/?openPackage=ops-job-records-system","190077","","Review The Proof","200","OK","true","","","Path-Relative","//body/section[@class='services'][2]/div/div[@class='services-cta']/div/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/pricing","https://knightlogics.com/?openPackage=website-search-foundation","190077","","Get Google-ready","200","OK","true","","","Root-Relative","//body/section[@id='websites']/div[@class='container']/div[2]/div[@class='pricing-card'][4]/a","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=website-search-foundation","https://knightlogics.com/?openPackage=website-search-foundation","190077","","View Case Studies","200","OK","true","","","Path-Relative","//body/section[@id='hero']/div[@class='hero-content-wrapper']/div[@class='hero-layout']/div/div[@class='hero-cta-buttons']/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=website-search-foundation","https://knightlogics.com/?openPackage=website-search-foundation","190077","","Review The Proof","200","OK","true","","","Path-Relative","//body/section[@class='services'][2]/div/div[@class='services-cta']/div/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/pricing","https://knightlogics.com/?openPackage=ecommerce-advanced-system","190077","","Scope your system","200","OK","true","","","Root-Relative","//body/section[@id='ecommerce']/div/div[@class='pricing-card-row']/div[5]/a","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=ecommerce-advanced-system","https://knightlogics.com/?openPackage=ecommerce-advanced-system","190077","","View Case Studies","200","OK","true","","","Path-Relative","//body/section[@id='hero']/div[@class='hero-content-wrapper']/div[@class='hero-layout']/div/div[@class='hero-cta-buttons']/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=ecommerce-advanced-system","https://knightlogics.com/?openPackage=ecommerce-advanced-system","190077","","Review The Proof","200","OK","true","","","Path-Relative","//body/section[@class='services'][2]/div/div[@class='services-cta']/div/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/pricing","https://knightlogics.com/?openPackage=website-live-plus","190077","","Launch with more depth","200","OK","true","","","Root-Relative","//body/section[@id='websites']/div[@class='container']/div[2]/div[@class='pricing-card'][3]/a","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=website-live-plus","https://knightlogics.com/?openPackage=website-live-plus","190077","","View Case Studies","200","OK","true","","","Path-Relative","//body/section[@id='hero']/div[@class='hero-content-wrapper']/div[@class='hero-layout']/div/div[@class='hero-cta-buttons']/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=website-live-plus","https://knightlogics.com/?openPackage=website-live-plus","190077","","Review The Proof","200","OK","true","","","Path-Relative","//body/section[@class='services'][2]/div/div[@class='services-cta']/div/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/pricing","https://knightlogics.com/?openPackage=website-preview-launch","190077","","Get a preview site","200","OK","true","","","Root-Relative","//body/section[@id='websites']/div[@class='container']/div[2]/div[@class='pricing-card'][1]/a","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=website-preview-launch","https://knightlogics.com/?openPackage=website-preview-launch","190077","","View Case Studies","200","OK","true","","","Path-Relative","//body/section[@id='hero']/div[@class='hero-content-wrapper']/div[@class='hero-layout']/div/div[@class='hero-cta-buttons']/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=website-preview-launch","https://knightlogics.com/?openPackage=website-preview-launch","190077","","Review The Proof","200","OK","true","","","Path-Relative","//body/section[@class='services'][2]/div/div[@class='services-cta']/div/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/pricing","https://knightlogics.com/?openPackage=ecommerce-preview-catalog","190077","","Build a catalog","200","OK","true","","","Root-Relative","//body/section[@id='ecommerce']/div/div[@class='pricing-card-row']/div[1]/a","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=ecommerce-preview-catalog","https://knightlogics.com/?openPackage=ecommerce-preview-catalog","190077","","View Case Studies","200","OK","true","","","Path-Relative","//body/section[@id='hero']/div[@class='hero-content-wrapper']/div[@class='hero-layout']/div/div[@class='hero-cta-buttons']/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=ecommerce-preview-catalog","https://knightlogics.com/?openPackage=ecommerce-preview-catalog","190077","","Review The Proof","200","OK","true","","","Path-Relative","//body/section[@class='services'][2]/div/div[@class='services-cta']/div/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/pricing","https://knightlogics.com/?openPackage=ops-automated-job-records","190077","","Automate records","200","OK","true","","","Root-Relative","//body/section[@id='growth']/div/div[2]/div[@class='pricing-card'][4]/a","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=ops-automated-job-records","https://knightlogics.com/?openPackage=ops-automated-job-records","190077","","View Case Studies","200","OK","true","","","Path-Relative","//body/section[@id='hero']/div[@class='hero-content-wrapper']/div[@class='hero-layout']/div/div[@class='hero-cta-buttons']/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=ops-automated-job-records","https://knightlogics.com/?openPackage=ops-automated-job-records","190077","","Review The Proof","200","OK","true","","","Path-Relative","//body/section[@class='services'][2]/div/div[@class='services-cta']/div/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/pricing","https://knightlogics.com/?openPackage=ops-contractor-crm-starter","190077","","Build your CRM","200","OK","true","","","Root-Relative","//body/section[@id='growth']/div/div[2]/div[@class='pricing-card'][2]/a","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=ops-contractor-crm-starter","https://knightlogics.com/?openPackage=ops-contractor-crm-starter","190077","","View Case Studies","200","OK","true","","","Path-Relative","//body/section[@id='hero']/div[@class='hero-content-wrapper']/div[@class='hero-layout']/div/div[@class='hero-cta-buttons']/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=ops-contractor-crm-starter","https://knightlogics.com/?openPackage=ops-contractor-crm-starter","190077","","Review The Proof","200","OK","true","","","Path-Relative","//body/section[@class='services'][2]/div/div[@class='services-cta']/div/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/pricing","https://knightlogics.com/?openPackage=ops-full-growth-system","190077","","Scope the full system","200","OK","true","","","Root-Relative","//body/section[@id='growth']/div/div[3]/div[2]/a","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=ops-full-growth-system","https://knightlogics.com/?openPackage=ops-full-growth-system","190077","","View Case Studies","200","OK","true","","","Path-Relative","//body/section[@id='hero']/div[@class='hero-content-wrapper']/div[@class='hero-layout']/div/div[@class='hero-cta-buttons']/a[2]","Content","HTML"
"Hyperlink","https://knightlogics.com/?openPackage=ops-full-growth-system","https://knightlogics.com/?openPackage=ops-full-growth-system","190077","","Review The Proof","200","OK","true","","","Path-Relative","//body/section[@class='services'][2]/div/div[@class='services-cta']/div/a[2]","Content","HTML"
