"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://knightlogics.com/videoforge","text/html; charset=utf-8","200","OK","Indexable","","VideoForge Studio | Knight Logics","33","300","VideoForge Studio by Knight Logics: Windows-first local video production app for ranked videos with FFmpeg rendering, overlays, optional narration, and export-ready output.","172","1071","VideoForge Studio, ranked video generator, local rendering app, FFmpeg workflow, Shorts automation, Knight Logics","113","VideoForge Studio","17","Upload, sequence, render, export.","33","Official Demo Video Coming Soon","31","","","","https://knightlogics.com/videoforge","","","","","","19778","4829","4829","1.850","","585","101","5.792","42.313","Hard","21.406","1","0","","4","4","0","21.050","5","2","0","5","3","0","","","","","89e57dba0038c778c99eaa0da2f5ab5","0.046","Tue, 12 May 2026 03:56:43 GMT","","","","en","1.1","","","","","","https://knightlogics.com/videoforge","2026-05-11 23:56:58"
"https://knightlogics.com/book-consultation","text/html; charset=utf-8","200","OK","Indexable","","Book a Consultation | Knight Logics","35","314","Book a consultation with Knight Logics for Tampa Bay web design, local SEO, Google Business Profile optimization, e-commerce, automation, or custom software. Request a preferred time and get a response within 24 hours.","218","1379","book consultation Knight Logics, website audit Tampa Bay, local SEO consultation, Google Business Profile audit, web design strategy call, automation discovery call","164","Book a Consultation With Knight Logics","38","Choose the Best-Fit Consultation","32","Request Your Consultation Time","30","","","","https://knightlogics.com/book-consultation","","","","","","24851","5728","5728","2.194","","678","109","6.220","65.511","Normal","20.090","1","0","","5","3","0","15.790","5","4","0","0","0","0","","","","","faf963f87c903686b6941904222e9b31","0.056","Tue, 12 May 2026 03:56:43 GMT","","","","en","1.1","","","","","","https://knightlogics.com/book-consultation","2026-05-11 23:56:58"
"https://knightlogics.com/images/GithubIcon.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","25808","25808","25808","9.887","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.070","Tue, 12 May 2026 03:56:44 GMT","","","","","1.1","","","","","","https://knightlogics.com/images/GithubIcon.webp","2026-05-11 23:56:58"
"https://knightlogics.com/images/linkedin-icon.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","922","922","922","0.353","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.058","Tue, 12 May 2026 03:56:44 GMT","","","","","1.1","","","","","","https://knightlogics.com/images/linkedin-icon.webp","2026-05-11 23:56:58"
"https://knightlogics.com/case-study-moms-resin-tables","text/html; charset=utf-8","200","OK","Indexable","","E-Commerce Launch Case Study — Mom's Resin Tables | Knight Logics","65","631","Case study: MomsResinTables.com — E-Commerce Launch by Knight Logics. Handcrafted resin tabletop storefront with custom builder, user login, order tracking, and Stripe checkout.","177","1129","","0","E-Commerce Launch — Mom's Resin Tables","38","Full e-commerce platform with product catalog, custom builder, and user authentication","86","What Makes This a Full-Featured Storefront","42","index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1","","","https://knightlogics.com/case-study-moms-resin-tables","","","","","","36977","7840","7840","3.003","","1077","187","5.759","44.200","Hard","20.688","1","0","","3","3","0","15.790","4","3","0","3","3","0","","","","","12251ddef9d63625ad0fc1ee0f99583a","0.081","Tue, 12 May 2026 03:56:44 GMT","","","","en","1.1","","","","","","https://knightlogics.com/case-study-moms-resin-tables","2026-05-11 23:56:58"
"https://knightlogics.com/display-control-plus","text/html; charset=utf-8","200","OK","Indexable","","Display Control+ | Knight Logics","32","281","Display Control+ by Knight Logics: professional Windows utility for per-monitor OLED/LCD protection with tray controls, idle detection modes, and persistent overlay workflows.","175","1082","Display Control+, OLED protection app, Windows multi-monitor utility, tray app, idle detection, burn-in prevention, Knight Logics","129","Display Control+","16","Protect idle screens. Keep active screens untouched.","52","Introduction Video Coming Soon","30","","","","https://knightlogics.com/display-control-plus","","","","","","20545","4932","4932","1.889","","600","115","5.217","33.185","Hard","21.877","1","0","","4","2","0","10.530","5","2","0","5","3","0","","","","","eaef090cb09266c6e4e7137750ce3b32","0.091","Tue, 12 May 2026 03:56:44 GMT","","","","en","1.1","","","","","","https://knightlogics.com/display-control-plus","2026-05-11 23:56:58"
"https://knightlogics.com/images/Knight%20Group%20Logo.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","13636","13636","13636","5.224","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.052","Tue, 12 May 2026 03:56:44 GMT","","","","","1.1","","","","","","https://knightlogics.com/images/Knight%20Group%20Logo.webp","2026-05-11 23:56:58"
"https://knightlogics.com/service-ecommerce","text/html; charset=utf-8","200","OK","Indexable","","E-Commerce Development — Tampa Bay Shopify, Firebase & Stripe | Knight Logics","77","734","Custom e-commerce development for Tampa Bay businesses. Shopify alternatives, Firebase + Stripe storefronts, and data systems built to your spec — no platform lock-in, no monthly fees.","184","1158","Shopify development Tampa Bay, e-commerce website developer Florida, Firebase e-commerce, Stripe integration, Snipcart, checkout optimization, inventory automation, e-commerce data systems, online store development, Knight Logics","229","E-Commerce & Data Systems","25","What's Included","15","The Technology Stack","20","","","","https://knightlogics.com/service-ecommerce","","","","","","48461","10887","10887","4.171","","1388","223","6.224","44.178","Hard","20.239","1","0","","1","1","0","5.260","5","4","0","0","0","0","","","","","9f0c392c8e18746bce1d689604d656b4","0.076","Tue, 12 May 2026 03:56:43 GMT","","","","en","1.1","","","","","","https://knightlogics.com/service-ecommerce","2026-05-11 23:56:58"
"https://knightlogics.com/images/ManCavesLogo.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","225270","225270","225270","86.297","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.071","Tue, 12 May 2026 03:56:44 GMT","","","","","1.1","","","","","","https://knightlogics.com/images/ManCavesLogo.webp","2026-05-11 23:56:58"
"https://knightlogics.com/pricing","text/html; charset=utf-8","200","OK","Indexable","","Tampa Bay Web Design, SEO & Automation Pricing | Knight Logics","62","587","Compare Tampa Bay web design, local SEO, Google Business Profile, e-commerce, CRM, and automation pricing from Knight Logics. Starter websites from $500, local launch packages from $1,997, and monthly visibility plans from $197/mo.","231","1479","tampa web design pricing, tampa website cost, local SEO pricing Tampa, google business profile pricing, e-commerce website cost Tampa Bay, CRM setup small business, automation pricing Tampa Bay, Knight Logics pricing","216","Tampa Bay Web Design, Local SEO & Automation Pricing","52","Website Packages","16","E-Commerce & Product Stores","27","index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1","","","https://knightlogics.com/pricing","","","","","","140403","23611","23611","9.045","","2660","496","5.363","65.650","Normal","12.480","1","0","","35","6","0","31.580","31","3","0","2","2","0","","","","","baaafdf7c19aac27653ab2344296bb84","0.051","Tue, 12 May 2026 03:56:44 GMT","","","","en","1.1","","","","","","https://knightlogics.com/pricing","2026-05-11 23:56:58"
"https://knightlogics.com/images/JNS-HomeImage.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","15548","15548","15548","5.956","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.044","Tue, 12 May 2026 03:56:44 GMT","","","","","1.1","","","","","","https://knightlogics.com/images/JNS-HomeImage.webp","2026-05-11 23:56:58"
"https://knightlogics.com/pixelforge-ai","text/html; charset=utf-8","200","OK","Indexable","","PixelForge AI | Knight Logics","29","254","PixelForge AI by Knight Logics: Windows desktop video upscaling app for local enhancement, restoration, compare previews, ETA estimation, and direct GitHub-powered updates.","172","1095","PixelForge AI, video upscaling, AI video enhancer, Real-ESRGAN Windows app, RealSR upscaling, Waifu2x upscaling, RIFE frame interpolation, video restoration, Vulkan GPU, Knight Logics, v11b upscaling app","203","PixelForge AI","13","Preview first. Commit later.","28","Built For Real Video Cleanup","28","","","","https://knightlogics.com/pixelforge-ai","","","","","","21653","5392","5392","2.066","","644","110","5.855","54.156","Fairly Hard","20.253","1","0","","3","3","0","15.790","5","2","0","5","4","0","","","","","e0bcd72b58f74c44afe83813e896a3ff","0.069","Tue, 12 May 2026 03:56:44 GMT","","","","en","1.1","","","","","","https://knightlogics.com/pixelforge-ai","2026-05-11 23:56:58"
"https://knightlogics.com/service-desktop-apps","text/html; charset=utf-8","200","OK","Indexable","","Custom Desktop Applications & Software — Tampa Bay | Knight Logics","66","628","Custom Windows desktop applications by Knight Logics. Shipped products include PixelForge AI, Display Control+, and VideoForge Studio — built, packaged & distributed via GitHub Releases.","186","1172","custom desktop application development, Windows app developer, Python desktop app, PyInstaller custom software, PixelForge AI, Display Control Plus, VideoForge Studio, software developer Tampa Bay, GitHub Releases, Knight Logics","228","Desktop Applications & Custom Software","38","Shipped Products","16","What's Included","15","","","","https://knightlogics.com/service-desktop-apps","","","","","","32482","7582","7582","2.905","","660","117","5.641","44.471","Hard","14.332","1","0","","14","6","0","31.580","8","5","0","0","0","0","","","","","4d0bc6d42b7e50d38b25479d0bcf5c82","0.077","Tue, 12 May 2026 03:56:44 GMT","","","","en","1.1","","","","","","https://knightlogics.com/service-desktop-apps","2026-05-11 23:56:58"
"https://knightlogics.com/case-study-knight-logics","text/html; charset=utf-8","200","OK","Indexable","","Portfolio Website & Local SEO Case Study — KnightLogics.com | Knight Logics","75","694","Case study: KnightLogics.com — my own portfolio website built to demonstrate everything I offer: 95 Desktop Performance, 100 Accessibility, rich results, and full technical SEO.","177","1085","","0","Portfolio & Local SEO — KnightLogics.com","40","A Portfolio That Practices What It Preaches","43","Indexed & Verified","18","index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1","","","https://knightlogics.com/case-study-knight-logics","","","","","","34413","7215","7215","2.764","","538","99","5.434","63.254","Normal","10.292","1","0","","1","1","0","5.260","6","4","0","4","4","0","","","","","746328696a43685fbef4bba4ccaae771","0.051","Tue, 12 May 2026 03:56:44 GMT","","","","en","1.1","","","","","","https://knightlogics.com/case-study-knight-logics","2026-05-11 23:56:58"
"https://knightlogics.com/images/B-Magic's%20Auto%20Vid%20Compiler.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1561354","1561354","1561354","598.125","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.084","Tue, 12 May 2026 03:56:44 GMT","","","","","1.1","","","","","","https://knightlogics.com/images/B-Magic's%20Auto%20Vid%20Compiler.png","2026-05-11 23:56:58"
"https://knightlogics.com/images/aboutimg.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","67740","67740","67740","25.950","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.056","Tue, 12 May 2026 03:56:44 GMT","","","","","1.1","","","","","","https://knightlogics.com/images/aboutimg.webp","2026-05-11 23:56:58"
"https://knightlogics.com/service-websites","text/html; charset=utf-8","200","OK","Indexable","","Custom Website Design & Local SEO — Tampa Bay | Knight Logics","61","588","Custom website design & local SEO for Tampa Bay small businesses. Hand-coded sites with Google Business Profile optimization, schema markup & Search Console setup. Get found, get calls.","185","1180","custom website design Tampa Bay, local SEO Tampa, website designer Tampa Bay, Google Business Profile optimization, small business web design Florida, affordable web design Pinellas County, hand-coded website, lead generation website Tampa, SEO services Tampa Bay, website redesign Tampa, Knight Logics","302","Custom Websites That Rank & Convert","35","What's Included","15","Website Work You Can Check","26","","","","https://knightlogics.com/service-websites","","","","","","95490","17946","17946","6.875","","3350","593","5.649","61.827","Normal","22.442","1","0","","23","11","0","57.890","24","10","0","0","0","0","","","","","d1c404c50e664b5e6537622096ec60aa","0.073","Tue, 12 May 2026 03:56:43 GMT","","","","en","1.1","","","","","","https://knightlogics.com/service-websites","2026-05-11 23:56:58"
"https://knightlogics.com/images/Display-Control-Plus-Logo.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","32690","32690","32690","12.523","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.049","Tue, 12 May 2026 03:56:44 GMT","","","","","1.1","","","","","","https://knightlogics.com/images/Display-Control-Plus-Logo.webp","2026-05-11 23:56:59"
"https://knightlogics.com/service-ai-automation","text/html; charset=utf-8","200","OK","Indexable","","Business Automation & API Integration — Tampa Bay | Knight Logics","65","607","Business automation, workflow systems & API integration for Tampa Bay companies. Cut manual work, reduce errors, and connect your tools with custom-built automations by Knight Logics.","183","1178","business automation Tampa, workflow automation small business, API integration developer, business process automation Florida, internal tools development, lead routing automation, custom automation software, Python automation developer, Knight Logics","250","Automation, APIs & Internal Tools","33","What's Included","15","AI & Automation Projects","24","","","","https://knightlogics.com/service-ai-automation","","","","","","48868","11330","11330","4.340","","1375","215","6.395","42.649","Hard","19.868","1","0","","2","2","0","10.530","8","7","0","0","0","0","","","","","37ded57c4b770b7c1514773bb77a3eb6","0.075","Tue, 12 May 2026 03:56:44 GMT","","","","en","1.1","","","","","","https://knightlogics.com/service-ai-automation","2026-05-11 23:56:59"
"https://knightlogics.com/auto-vid-compiler","text/html; charset=utf-8","200","OK","Indexable","","Auto Vid Compiler | Knight Logics","33","298","Auto Vid Compiler by Knight Logics: open-source Windows app that turns a folder of clips into a highlight reel. Trim endings, add intro and music, export one YouTube-ready video.","178","1094","Auto Vid Compiler, highlight reel maker, video compilation tool, Windows desktop app, FFmpeg, open source, Knight Logics","120","Auto Vid Compiler","17","Point it at a folder. Get back a finished video.","48","What It Does","12","","","","https://knightlogics.com/auto-vid-compiler","","","","","","19974","4923","4923","1.886","","695","122","5.697","75.431","Fairly Easy","21.136","1","0","","2","2","0","10.530","6","3","0","5","3","0","","","","","b2e77c0e46b54e7257751323505aaa70","0.165","Tue, 12 May 2026 03:56:44 GMT","","","","en","1.1","","","","","","https://knightlogics.com/auto-vid-compiler","2026-05-11 23:56:59"
"https://knightlogics.com/images/youtube-icon.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","884","884","884","0.339","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.074","Tue, 12 May 2026 03:56:44 GMT","","","","","1.1","","","","","","https://knightlogics.com/images/youtube-icon.webp","2026-05-11 23:56:59"
"https://knightlogics.com/contact","text/html; charset=utf-8","200","OK","Indexable","","Contact Knight Logics | Tampa Bay Web Design, SEO & Automation","62","595","Contact Knight Logics for Tampa Bay web design, local SEO, Google Business Profile optimization, e-commerce, or automation help. Free consultation and direct response within 24 hours.","183","1152","contact web designer Tampa Bay, local SEO consultant Tampa, Google Business Profile help Tampa, automation developer Tampa Bay, free website consultation, Knight Logics contact","176","Contact Knight Logics — Tampa Bay Web Design & SEO","50","Request a Free Consultation","27","Popular Starting Packages","25","","","","https://knightlogics.com/contact","","","","","","29616","7218","7218","2.765","","748","124","6.032","68.157","Normal","17.846","1","0","","33","15","0","78.950","5","4","0","5","5","0","","","","","4f47f70a45e824a60778f17e3f5a2016","0.074","Tue, 12 May 2026 03:56:44 GMT","","","","en","1.1","","","","","","https://knightlogics.com/contact","2026-05-11 23:56:59"
"https://knightlogics.com/images/pixelforge_logo.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","93450","93450","93450","35.799","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.052","Tue, 12 May 2026 03:56:44 GMT","","","","","1.1","","","","","","https://knightlogics.com/images/pixelforge_logo.webp","2026-05-11 23:56:59"
"https://knightlogics.com/script.min.js?v=20260512a","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","21284","21284","21284","8.153","","0","","","","","0.000","1","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.055","Tue, 12 May 2026 03:56:44 GMT","","","","","1.1","","","","","","https://knightlogics.com/script.min.js?v=20260512a","2026-05-11 23:56:59"
"https://knightlogics.com/images/discord-icon.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","808","808","808","0.310","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.046","Tue, 12 May 2026 03:56:44 GMT","","","","","1.1","","","","","","https://knightlogics.com/images/discord-icon.webp","2026-05-11 23:56:59"
"https://knightlogics.com/images/B-Magic%27s%20Auto%20Vid%20Compiler.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","131080","131080","131080","50.214","","0","","","","","0.000","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.081","Tue, 12 May 2026 03:56:44 GMT","","","","","1.1","","","","","","https://knightlogics.com/images/B-Magic%27s%20Auto%20Vid%20Compiler.webp","2026-05-11 23:56:59"
"https://knightlogics.com/images/ai-orchestrator-logo.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1458377","1458377","1458377","558.677","","0","","","","","0.000","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.225","Tue, 12 May 2026 03:56:43 GMT","","","","","1.1","","","","","","https://knightlogics.com/images/ai-orchestrator-logo.png","2026-05-11 23:56:59"
"https://knightlogics.com/images/JNS%20-%20HomeImage.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1200611","1200611","1200611","459.931","","0","","","","","0.000","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.164","Tue, 12 May 2026 03:56:44 GMT","","","","","1.1","","","","","","https://knightlogics.com/images/JNS%20-%20HomeImage.png","2026-05-11 23:56:59"
"https://knightlogics.com/case-study-sals-painting","text/html; charset=utf-8","200","OK","Indexable","","Search-Ready Starter Case Study — Sal's Painting | Knight Logics","64","576","Case study: Sal's Painting — Search-Ready Starter by Knight Logics. Multi-page painter website with GA4, Clarity, GSC setup, and core technical SEO foundation.","159","985","","0","Search-Ready Starter — Sal's Painting & Basic Renovations","57","Why This Sits in the $1,200 Range","33","Full technical SEO foundation without automation overhead","57","index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1","","","https://knightlogics.com/case-study-sals-painting","","","","","","34588","7510","7510","2.877","","882","160","5.513","54.677","Fairly Hard","17.122","2","0","","1","1","0","5.260","4","3","0","4","4","0","","","","","ac2805919d609f024419b742dfbab8a6","0.073","Tue, 12 May 2026 03:56:44 GMT","","","","en","1.1","","","","","","https://knightlogics.com/case-study-sals-painting","2026-05-11 23:56:59"
